,cmd_city,cmd_month,cmd_day,cmd_mean,cmd_max,cmd_min,mean,max,min,diff_mean,diff_max,diff_min
4818,Canoas,2,19,14.633333333333333,23.3,-2.8,17.813872832369945,24.8,-2.8,-3.1805394990366125,-1.5,0.0
4819,Cape Town,5,22,13.0625,16.7,11.1,15.458000000000002,21.5,-2.8,-2.395500000000002,-4.800000000000001,13.899999999999999
4820,Cape Town,7,13,17.3,19.9,14.8,16.002666666666666,21.0,10.4,1.2973333333333343,-1.1000000000000014,4.4
4821,Cape Town,10,29,15.2,18.4,10.4,16.128402366863913,22.0,-2.8,-0.9284023668639136,-3.6000000000000014,13.2
4822,Cape Town,11,2,14.459999999999999,16.3,12.7,16.020143884892082,21.6,-2.8,-1.5601438848920832,-5.300000000000001,15.5
4823,Cape Town,11,25,17.32,21.6,12.7,16.020143884892082,21.6,-2.8,1.299856115107918,0.0,15.5
4824,Kherson,3,13,13.483333333333333,8.1,-3.3,9.311969111969105,9.8,-0.3,4.171364221364227,-1.700000000000001,-3.0
4825,Kherson,4,6,14.092857142857142,5.5,-2.6,8.79283018867924,9.9,-0.0,5.300026954177902,-4.4,-2.6
4826,Kiev,5,15,12.9,4.6,-2.3,6.854545454545455,9.5,-0.1,6.045454545454545,-4.9,-2.1999999999999997
4827,Kiev,8,31,9.309999999999999,5.1,-0.3,7.458718861209961,9.9,-0.1,1.8512811387900374,-4.800000000000001,-0.19999999999999998
4828,Lvov,8,26,1.7199999999999998,7.5,-1.8,6.577364864864873,9.9,-0.0,-4.8573648648648735,-2.4000000000000004,-1.8
4829,Lvov,9,3,1.65,7.5,-10.2,6.253846153846153,9.4,-0.0,-4.603846153846153,-1.9000000000000004,-10.2
4830,Lvov,10,14,7.514285714285714,3.9,-6.6,7.644747081712063,9.9,-0.4,-0.1304613674263484,-6.0,-6.199999999999999
4831,Odesa,11,13,12.714285714285714,4.3,1.2,10.330364372469624,9.9,-0.3,2.383921341816089,-5.6000000000000005,1.5
4832,Odesa,12,1,13.875,7.5,10.1,10.56457564575645,9.9,-0.1,3.3104243542435494,-2.4000000000000004,10.2
4833,Odesa,12,31,14.255555555555556,21.8,1.0,10.56457564575645,9.9,-0.1,3.690979909799106,11.9,1.1
4834,Paris,2,17,13.633333333333333,8.7,10.9,10.54850746268656,9.8,-0.2,3.084825870646773,-1.1000000000000014,11.1
4835,Paris,6,24,8.2625,8.9,10.7,9.34661654135338,9.8,-0.4,-1.0841165413533815,-0.9000000000000004,11.1
4836,Stockholm,7,13,2.66,5.4,0.5,6.282101167315175,9.5,-0.1,-3.622101167315175,-4.1,0.6
4837,Stockholm,9,22,5.500000000000001,19.1,-2.1,6.266796875000003,9.6,-0.3,-0.7667968750000025,9.500000000000002,-1.8
4838,Tokyo,11,25,21.15,21.7,20.6,13.045138888888893,9.6,-0.6,8.104861111111106,12.1,21.200000000000003
4839,Tokyo,12,2,9.5375,8.9,1.0,12.445664739884393,9.9,-0.2,-2.908164739884393,-1.0,1.2
4840,Tokyo,12,26,10.85,21.0,-0.2,12.445664739884393,9.9,-0.2,-1.595664739884393,11.1,0.0
4841,Uppsala,2,18,4.293333333333334,4.0,-0.6,5.086988847583644,9.9,-0.0,-0.7936555142503101,-5.9,-0.6
4842,Uppsala,3,13,3.6999999999999997,8.9,-4.0,3.441911764705881,9.9,-0.1,0.25808823529411873,-1.0,-3.9
4843,Uppsala,7,11,1.2374999999999998,4.0,-0.9,4.692805755395685,9.9,-0.1,-3.4553057553956847,-5.9,-0.8
4844,Warsaw,9,18,6.466666666666667,4.5,-0.5,7.808750000000005,9.8,-0.0,-1.3420833333333384,-5.300000000000001,-0.5
4845,Warsaw,12,24,2.7222222222222223,9.6,-0.8,6.319011406844112,9.6,-0.1,-3.5967891846218896,0.0,-0.7000000000000001
4846,Wroclaw,1,22,13.700000000000001,8.9,14.1,6.925000000000004,9.9,-0.0,6.774999999999997,-1.0,14.1
4847,Wroclaw,6,3,5.407692307692307,6.6,-1.7,6.942700729927009,9.9,-0.1,-1.5350084222347018,-3.3000000000000007,-1.5999999999999999
4848,Wroclaw,11,1,9.606666666666666,8.6,-3.6,6.827509293680292,9.8,-0.0,2.779157372986374,-1.200000000000001,-3.6
4849,Auckland,3,20,15.475000000000001,20.2,10.9,15.377439024390247,20.9,10.8,0.09756097560975441,-0.6999999999999993,0.09999999999999964
4850,Auckland,9,2,15.580000000000002,17.8,11.9,15.431851851851853,20.5,10.4,0.1481481481481488,-2.6999999999999993,1.5
4851,Brasília,7,14,22.12222222222222,23.1,21.6,20.842245989304814,25.2,-2.8,1.2799762329174058,-2.099999999999998,24.400000000000002
4852,Canoas,8,10,16.133333333333333,24.9,-2.8,17.053367875647666,25.5,-2.8,-0.9200345423143332,-0.6000000000000014,0.0
4853,Cape Town,4,12,15.566666666666668,20.1,11.8,16.27375,21.5,11.0,-0.7070833333333315,-1.3999999999999986,0.8000000000000007
4854,Cape Town,10,18,17.3,20.3,11.9,16.128402366863913,22.0,-2.8,1.1715976331360878,-1.6999999999999993,14.7
4855,Hamilton,4,4,14.48,16.7,10.9,13.634507042253528,9.9,10.1,0.8454929577464725,6.799999999999999,0.8000000000000007
4856,Kiev,1,10,3.0636363636363644,19.8,-14.9,7.2031914893617,9.8,-0.4,-4.139555125725336,10.0,-14.5
4857,Kiev,12,3,7.157142857142857,8.5,-11.1,5.73851851851852,9.9,-0.1,1.418624338624337,-1.4000000000000004,-11.0
4858,Lvov,4,3,9.281818181818181,7.6,-2.8,7.037414965986391,9.8,-0.2,2.24440321583179,-2.200000000000001,-2.5999999999999996
4859,Marseille,9,16,10.355555555555556,8.2,10.2,14.60428015564203,9.9,-2.8,-4.248724600086474,-1.700000000000001,13.0
4860,Marseille,12,18,15.069999999999999,9.5,11.5,15.15392491467577,9.8,-2.8,-0.08392491467577123,-0.3000000000000007,14.3
4861,Odesa,8,19,6.6000000000000005,4.4,-1.6,9.957251908396948,9.6,-0.0,-3.3572519083969476,-5.199999999999999,-1.6
4862,Paris,2,25,9.1625,9.2,10.2,10.54850746268656,9.8,-0.2,-1.3860074626865604,-0.6000000000000014,10.399999999999999
4863,Paris,4,1,10.08888888888889,9.7,-2.8,10.618631178707217,9.8,-0.9,-0.5297422898183264,-0.10000000000000142,-1.9
4864,Paris,6,7,5.3,9.8,-2.8,9.34661654135338,9.8,-0.4,-4.046616541353381,0.0,-2.4
4865,Paris,12,23,11.130000000000003,9.4,14.5,10.358275862068965,9.9,-0.0,0.771724137931038,-0.5,14.5
4866,Stockholm,3,3,4.4,7.7,-1.2,6.1192857142857155,9.7,-0.1,-1.7192857142857152,-1.9999999999999991,-1.0999999999999999
4867,Stockholm,4,26,3.3666666666666663,8.7,-1.5,5.683265306122453,9.8,-0.0,-2.316598639455787,-1.1000000000000014,-1.5
4868,Stockholm,10,21,5.263636363636365,7.9,-2.8,5.822426470588242,9.9,-0.0,-0.5587901069518777,-2.0,-2.8
4869,Stockholm,12,6,6.250000000000001,7.7,-3.0,6.302996254681646,9.6,-0.1,-0.05299625468164493,-1.8999999999999995,-2.9
4870,Tokyo,8,23,16.46,3.3,13.6,12.286075949367087,9.8,-0.1,4.173924050632914,-6.500000000000001,13.7
4871,Tokyo,8,30,14.379999999999999,5.3,12.9,12.286075949367087,9.8,-0.1,2.0939240506329124,-4.500000000000001,13.0
4872,Tottori,9,18,9.6,9.1,17.4,14.647999999999998,9.9,1.4,-5.047999999999998,-0.8000000000000007,15.999999999999998
4873,Tottori,11,19,10.866666666666667,3.6,2.5,14.88141025641025,9.7,1.8,-4.014743589743583,-6.1,0.7
4874,Warsaw,7,28,3.06,7.4,-0.4,7.063138686131386,9.8,-0.2,-4.003138686131386,-2.4000000000000004,-0.2
4875,Warsaw,8,18,5.95,6.5,-2.3,7.398275862068967,9.8,-0.1,-1.448275862068967,-3.3000000000000007,-2.1999999999999997
4876,Warsaw,11,1,6.883333333333334,7.2,0.1,6.951282051282052,9.8,-0.1,-0.0679487179487186,-2.6000000000000005,0.2
4877,Wroclaw,1,11,9.73,9.2,-3.0,6.925000000000004,9.9,-0.0,2.804999999999996,-0.7000000000000011,-3.0
4878,Auckland,4,7,15.514285714285714,17.3,12.3,15.211801242236021,9.9,10.6,0.3024844720496933,7.4,1.700000000000001
4879,Brasília,3,23,21.11,23.1,18.7,20.467816091954013,24.5,-2.8,0.6421839080459861,-1.3999999999999986,21.5
4880,Brasília,11,7,22.071428571428573,23.4,20.1,21.315343915343924,25.3,-2.8,0.7560846560846493,-1.9000000000000021,22.900000000000002
4881,Cape Town,8,21,16.06,20.0,13.3,15.97183908045978,21.5,-2.8,0.08816091954021843,-1.5,16.1
4882,Hamilton,9,15,13.866666666666667,9.4,10.9,14.212499999999999,9.9,10.0,-0.34583333333333144,-0.5,0.9000000000000004
4883,Hamilton,10,29,13.033333333333331,9.1,12.0,13.93949044585987,9.9,10.0,-0.9061571125265377,-0.8000000000000007,2.0
4884,Johannesburg,1,7,15.516666666666667,8.2,10.4,14.73051948051949,9.7,10.1,0.7861471861471774,-1.5,0.3000000000000007
4885,Kherson,2,2,11.362499999999999,6.0,-2.8,8.518149466192167,9.8,-0.7,2.844350533807832,-3.8000000000000007,-2.0999999999999996
4886,Kherson,8,13,17.385714285714286,9.5,10.0,8.261071428571421,9.8,-0.1,9.124642857142865,-0.3000000000000007,10.1
4887,Kherson,12,28,17.080000000000002,23.1,-1.9,8.244696969696967,9.9,-0.1,8.835303030303034,13.200000000000001,-1.7999999999999998
4888,Kiev,10,15,8.375,9.3,-2.8,8.109689922480623,9.5,-0.2,0.2653100775193771,-0.1999999999999993,-2.5999999999999996
4889,Lvov,9,24,10.75,5.5,0.2,6.253846153846153,9.4,-0.0,4.496153846153847,-3.9000000000000004,0.2
4890,Marseille,2,2,13.25,9.6,10.5,14.727819548872189,9.9,-2.8,-1.4778195488721888,-0.3000000000000007,13.3
4891,Odesa,6,18,11.6,7.5,14.9,10.268551236749119,9.8,-0.2,1.3314487632508811,-2.3000000000000007,15.1
4892,Odesa,12,10,4.816666666666667,6.3,-1.2,10.56457564575645,9.9,-0.1,-5.747908979089783,-3.6000000000000005,-1.0999999999999999
4893,Paris,4,22,10.675,9.8,16.3,10.618631178707217,9.8,-0.9,0.05636882129278398,0.0,17.2
4894,Paris,9,23,7.071428571428571,3.1,-2.8,10.034732824427476,9.9,-0.8,-2.9633042529989044,-6.800000000000001,-1.9999999999999998
4895,Stockholm,1,28,5.674999999999999,3.4,-3.9,6.1270992366412225,9.9,-0.0,-0.45209923664122353,-6.5,-3.9
4896,Stockholm,7,22,10.966666666666667,9.5,-2.7,6.282101167315175,9.5,-0.1,4.684565499351492,0.0,-2.6
4897,Stockholm,11,1,7.975000000000001,8.2,0.8,6.664727272727271,9.9,-0.3,1.3102727272727304,-1.700000000000001,1.1
4898,Tokyo,7,16,3.4749999999999996,5.5,1.2,12.441463414634141,9.1,-0.0,-8.966463414634141,-3.5999999999999996,1.2
4899,Tottori,3,2,15.383333333333333,9.8,12.5,14.279096045197738,9.8,1.6,1.1042372881355949,0.0,10.9
4900,Tottori,11,22,15.950000000000001,9.3,11.1,14.88141025641025,9.7,1.8,1.068589743589751,-0.3999999999999986,9.299999999999999
4901,Wroclaw,1,5,5.119999999999999,6.5,-4.6,6.925000000000004,9.9,-0.0,-1.805000000000005,-3.4000000000000004,-4.6
4902,Wroclaw,3,1,2.7800000000000002,4.8,-0.9,6.396309963099636,9.5,-0.0,-3.616309963099636,-4.7,-0.9
4903,Wroclaw,6,5,6.555555555555556,8.7,-0.9,6.942700729927009,9.9,-0.1,-0.3871451743714527,-1.200000000000001,-0.8
4904,Wroclaw,9,26,11.375,16.7,-2.3,7.644961240310081,9.9,-0.0,3.7300387596899194,6.799999999999999,-2.3
4905,Auckland,2,4,14.300000000000002,19.1,11.3,14.974305555555556,20.4,10.9,-0.6743055555555539,-1.2999999999999972,0.40000000000000036
4906,Auckland,5,7,15.42857142857143,18.4,12.2,15.098809523809532,20.4,-2.8,0.3297619047618987,-2.0,15.0
4907,Brasília,4,2,22.133333333333336,22.5,21.8,20.80320855614972,24.7,-2.8,1.3301247771836167,-2.1999999999999993,24.6
4908,Brasília,10,19,21.116666666666664,23.2,18.9,20.99354838709677,24.0,-2.8,0.12311827956989418,-0.8000000000000007,21.7
4909,Brasília,12,28,21.825,22.9,20.0,21.121546961325976,25.8,-2.8,0.7034530386740236,-2.900000000000002,22.8
4910,Canoas,8,1,15.683333333333335,19.5,13.2,17.053367875647666,25.5,-2.8,-1.3700345423143307,-6.0,16.0
4911,Cape Town,2,10,14.833333333333336,19.8,12.1,16.001935483870966,21.2,10.9,-1.1686021505376303,-1.3999999999999986,1.1999999999999993
4912,Cape Town,10,5,14.971428571428572,18.2,11.4,16.128402366863913,22.0,-2.8,-1.1569737954353414,-3.8000000000000007,14.2
4913,Cape Town,11,12,14.419999999999998,17.3,11.2,16.020143884892082,21.6,-2.8,-1.6001438848920841,-4.300000000000001,14.0
4914,Johannesburg,3,8,19.23333333333333,19.5,18.8,15.186746987951812,9.8,-2.8,4.0465863453815185,9.7,21.6
4915,Johannesburg,4,5,6.925,7.3,-2.8,14.767999999999997,9.7,-2.8,-7.842999999999997,-2.3999999999999995,0.0
4916,Kherson,2,14,6.8,9.0,-5.8,8.518149466192167,9.8,-0.7,-1.718149466192167,-0.8000000000000007,-5.1
4917,Kiev,3,22,9.300000000000002,9.4,-1.9,6.406643356643358,9.5,-0.3,2.893356643356644,-0.09999999999999964,-1.5999999999999999
4918,Kiev,4,13,3.7375,7.8,-2.8,6.4632411067193685,9.5,-0.0,-2.7257411067193686,-1.7000000000000002,-2.8
4919,Lvov,11,2,3.8499999999999996,8.5,-1.4,7.134163701067614,9.9,-0.0,-3.284163701067614,-1.4000000000000004,-1.4
4920,Marseille,3,11,14.16,9.7,10.4,15.234982332155484,9.9,-2.8,-1.0749823321554839,-0.20000000000000107,13.2
4921,Marseille,3,21,13.4,9.8,10.6,15.234982332155484,9.9,-2.8,-1.8349823321554837,-0.09999999999999964,13.399999999999999
4922,Marseille,4,26,16.40666666666667,8.9,10.2,14.900401606425707,9.9,-2.8,1.5062650602409633,-1.0,13.0
4923,Marseille,9,21,12.583333333333334,9.8,-2.8,14.60428015564203,9.9,-2.8,-2.020946822308696,-0.09999999999999964,0.0
4924,Odesa,7,21,8.333333333333334,9.9,-0.5,9.174087591240879,9.9,-0.1,-0.8407542579075447,0.0,-0.4
4925,Paris,12,21,12.450000000000001,9.9,10.2,10.358275862068965,9.9,-0.0,2.0917241379310365,0.0,10.2
4926,Stockholm,12,8,2.6636363636363636,8.5,-2.2,6.302996254681646,9.6,-0.1,-3.6393598910452822,-1.0999999999999996,-2.1
4927,Tokyo,5,3,14.033333333333333,7.9,13.7,12.035542168674699,9.7,-0.1,1.9977911646586346,-1.799999999999999,13.799999999999999
4928,Tottori,7,21,14.719999999999999,8.1,10.8,14.34,9.2,-2.8,0.379999999999999,-1.0999999999999996,13.600000000000001
4929,Tottori,12,10,14.285714285714286,7.5,25.2,14.370760233918125,9.5,1.5,-0.08504594820383815,-2.0,23.7
4930,Warsaw,9,23,8.10909090909091,8.8,-0.0,7.808750000000005,9.8,-0.0,0.30034090909090416,-1.0,0.0
4931,Wroclaw,5,17,7.957142857142856,9.9,-2.8,7.266942148760331,9.9,-0.0,0.690200708382525,0.0,-2.8
4932,Wroclaw,8,30,8.083333333333334,9.5,-4.2,6.707630522088352,9.8,-0.0,1.3757028112449818,-0.3000000000000007,-4.2
4933,Wroclaw,10,21,9.228571428571428,2.3,-0.9,7.1358422939068165,9.9,-0.1,2.0927291346646113,-7.6000000000000005,-0.8
4934,Auckland,9,10,17.049999999999997,17.2,16.9,15.431851851851853,20.5,10.4,1.6181481481481441,-3.3000000000000007,6.499999999999998
4935,Canoas,8,14,18.3,23.8,13.4,17.053367875647666,25.5,-2.8,1.2466321243523346,-1.6999999999999993,16.2
4936,Canoas,9,21,14.133333333333333,16.3,12.1,17.59526627218935,24.5,-2.8,-3.461932938856016,-8.2,14.899999999999999
4937,Canoas,10,1,21.049999999999997,22.0,19.4,17.41896551724138,25.1,-2.8,3.6310344827586185,-3.1000000000000014,22.2
4938,Canoas,10,14,15.614285714285714,23.8,10.0,17.41896551724138,25.1,-2.8,-1.8046798029556648,-1.3000000000000007,12.8
4939,Canoas,11,19,17.1,20.7,13.9,17.389847715736042,25.9,-2.8,-0.28984771573604107,-5.199999999999999,16.7
4940,Cape Town,1,22,17.68,20.0,12.8,15.731578947368426,21.2,-2.8,1.9484210526315735,-1.1999999999999993,15.600000000000001
4941,Hamilton,10,19,13.799999999999999,15.1,11.4,13.93949044585987,9.9,10.0,-0.13949044585987025,5.199999999999999,1.4000000000000004
4942,Hamilton,11,2,11.94,9.0,10.1,13.928846153846148,9.9,10.0,-1.9888461538461488,-0.9000000000000004,0.09999999999999964
4943,Johannesburg,2,18,14.137500000000001,8.8,11.2,14.737654320987666,9.9,10.0,-0.6001543209876647,-1.0999999999999996,1.1999999999999993
4944,Kherson,10,12,12.5,4.2,21.1,8.739837398373986,9.9,-0.1,3.760162601626014,-5.7,21.200000000000003
4945,Kiev,2,18,8.5,7.7,-0.4,6.933935018050539,9.4,-0.1,1.5660649819494612,-1.7000000000000002,-0.30000000000000004
4946,Kiev,3,30,9.242857142857144,21.3,-5.2,6.406643356643358,9.5,-0.3,2.8362137862137855,11.8,-4.9
4947,Kiev,7,12,9.333333333333334,9.6,-1.9,6.455284552845526,9.9,-0.0,2.8780487804878083,-0.3000000000000007,-1.9
4948,Kiev,7,17,8.483333333333334,18.5,-8.9,6.455284552845526,9.9,-0.0,2.0280487804878087,8.6,-8.9
4949,Kiev,9,20,7.222222222222222,9.2,-0.5,7.117712177121768,9.8,-0.3,0.10451004510045436,-0.6000000000000014,-0.2
4950,Lvov,3,13,8.600000000000001,8.0,-0.8,7.008076923076916,9.9,-0.0,1.5919230769230852,-1.9000000000000004,-0.8
4951,Lvov,3,26,15.38,6.0,12.9,7.008076923076916,9.9,-0.0,8.371923076923085,-3.9000000000000004,12.9
4952,Lvov,10,9,5.44,2.0,-1.4,7.644747081712063,9.9,-0.4,-2.2047470817120622,-7.9,-0.9999999999999999
4953,Stockholm,11,12,4.637499999999999,5.5,-3.7,6.664727272727271,9.9,-0.3,-2.0272272727272718,-4.4,-3.4000000000000004
4954,Tottori,1,15,13.137500000000001,6.6,11.4,14.012571428571427,9.9,1.5,-0.8750714285714256,-3.3000000000000007,9.9
4955,Tottori,5,16,15.733333333333334,9.8,12.5,14.698787878787886,9.8,10.0,1.034545454545448,0.0,2.5
4956,Tottori,6,30,11.65,7.2,11.6,14.448618784530378,9.7,1.9,-2.798618784530378,-2.499999999999999,9.7
4957,Tottori,10,23,15.3,6.7,11.9,15.403205128205135,9.6,1.9,-0.1032051282051345,-2.8999999999999995,10.0
4958,Uppsala,3,12,5.285714285714286,9.8,-0.2,3.441911764705881,9.9,-0.1,1.8438025210084046,-0.09999999999999964,-0.1
4959,Uppsala,7,3,4.576923076923077,9.9,-0.4,4.692805755395685,9.9,-0.1,-0.11588267847260791,0.0,-0.30000000000000004
4960,Warsaw,3,28,1.7111111111111108,9.0,-0.9,6.977205882352944,9.9,-0.0,-5.266094771241834,-0.9000000000000004,-0.9
4961,Warsaw,4,23,9.522222222222219,8.0,-5.4,7.064478764478761,9.7,-0.0,2.457743457743457,-1.6999999999999993,-5.4
4962,Warsaw,6,14,6.571428571428571,9.4,-0.3,6.590361445783134,9.7,-0.0,-0.01893287435456248,-0.29999999999999893,-0.3
4963,Warsaw,6,21,7.01,6.6,-1.8,6.590361445783134,9.7,-0.0,0.41963855421686613,-3.0999999999999996,-1.8
4964,Warsaw,12,1,8.514285714285714,7.3,1.4,6.319011406844112,9.6,-0.1,2.1952743074416023,-2.3,1.5
4965,Auckland,5,29,14.475000000000001,16.1,11.6,15.098809523809532,20.4,-2.8,-0.6238095238095305,-4.299999999999997,14.399999999999999
4966,Auckland,9,16,16.314285714285713,20.3,11.2,15.431851851851853,20.5,10.4,0.8824338624338601,-0.1999999999999993,0.7999999999999989
4967,Brasília,3,24,16.580000000000002,22.6,-2.8,20.467816091954013,24.5,-2.8,-3.8878160919540115,-1.8999999999999986,0.0
4968,Canoas,1,4,18.125,22.5,13.5,17.237426900584794,24.7,-2.8,0.8875730994152065,-2.1999999999999993,16.3
4969,Canoas,5,1,12.34,22.5,-2.8,17.315642458100548,24.7,-2.8,-4.975642458100548,-2.1999999999999993,0.0
4970,Canoas,8,2,19.25714285714286,23.4,13.5,17.053367875647666,25.5,-2.8,2.2037749814951937,-2.1000000000000014,16.3
4971,Cape Town,2,28,16.360000000000003,20.5,12.7,16.001935483870966,21.2,10.9,0.358064516129037,-0.6999999999999993,1.799999999999999
4972,Cape Town,10,23,17.616666666666664,20.7,13.3,16.128402366863913,22.0,-2.8,1.4882642998027507,-1.3000000000000007,16.1
4973,Cape Town,12,27,15.700000000000001,21.0,11.8,16.530496453900707,21.5,10.4,-0.8304964539007056,-0.5,1.4000000000000004
4974,Hamilton,4,20,15.45,19.0,12.0,13.634507042253528,9.9,10.1,1.8154929577464713,9.1,1.9000000000000004
4975,Johannesburg,2,19,14.48,9.3,15.0,14.737654320987666,9.9,10.0,-0.2576543209876654,-0.5999999999999996,5.0
4976,Johannesburg,8,20,15.7,17.3,14.1,14.980291970802922,9.8,10.1,0.7197080291970774,7.5,4.0
4977,Johannesburg,9,11,17.75,18.5,17.0,15.412413793103436,9.4,10.4,2.337586206896564,9.1,6.6
4978,Kherson,3,30,7.4,2.9,-7.0,9.311969111969105,9.8,-0.3,-1.9119691119691051,-6.9,-6.7
4979,Kherson,8,8,5.555555555555555,4.3,-2.8,8.261071428571421,9.8,-0.1,-2.705515873015866,-5.500000000000001,-2.6999999999999997
4980,Kiev,3,20,4.155555555555555,8.9,-3.1,6.406643356643358,9.5,-0.3,-2.2510878010878033,-0.5999999999999996,-2.8000000000000003
4981,Kiev,5,1,9.933333333333334,20.9,-4.3,6.854545454545455,9.5,-0.1,3.078787878787878,11.399999999999999,-4.2
4982,Kiev,6,1,7.2733333333333325,6.0,-2.8,6.332269503546096,9.8,-0.1,0.9410638297872369,-3.8000000000000007,-2.6999999999999997
4983,Kiev,10,4,10.193333333333333,9.5,-5.8,8.109689922480623,9.5,-0.2,2.0836434108527104,0.0,-5.6
4984,Marseille,2,14,16.725,9.8,10.1,14.727819548872189,9.9,-2.8,1.9971804511278126,-0.09999999999999964,12.899999999999999
4985,Marseille,4,10,15.375,7.2,10.7,14.900401606425707,9.9,-2.8,0.47459839357429345,-2.7,13.5
4986,Marseille,9,9,12.6,9.4,-2.8,14.60428015564203,9.9,-2.8,-2.0042801556420304,-0.5,0.0
4987,Marseille,10,15,15.225,9.8,10.2,14.868525896414337,9.9,-2.8,0.3564741035856631,-0.09999999999999964,13.0
4988,Odesa,11,18,10.191666666666668,22.6,-0.9,10.330364372469624,9.9,-0.3,-0.13869770580295615,12.700000000000001,-0.6000000000000001
4989,Tokyo,2,10,13.9,8.0,19.8,11.921710526315794,9.7,-0.0,1.9782894736842067,-1.6999999999999993,19.8
4990,Tottori,4,22,18.16,8.2,23.7,14.348235294117636,9.8,1.3,3.8117647058823643,-1.6000000000000014,22.4
4991,Tottori,6,26,5.1,5.4,4.8,14.448618784530378,9.7,1.9,-9.348618784530379,-4.299999999999999,2.9
4992,Tottori,9,28,12.35,6.1,16.8,14.647999999999998,9.9,1.4,-2.2979999999999983,-3.8000000000000007,15.4
4993,Uppsala,3,9,5.314285714285715,9.1,-0.1,3.441911764705881,9.9,-0.1,1.872373949579834,-0.8000000000000007,0.0
4994,Uppsala,5,1,4.3500000000000005,13.9,-1.3,5.138188976377949,9.8,-0.2,-0.7881889763779482,4.1,-1.1
4995,Warsaw,1,14,5.73,7.4,-2.3,6.611578947368425,9.9,-0.1,-0.8815789473684248,-2.5,-2.1999999999999997
4996,Warsaw,2,3,6.360000000000001,9.6,-0.4,7.466798418972326,9.6,-0.3,-1.1067984189723248,0.0,-0.10000000000000003
4997,Warsaw,10,18,13.685714285714287,6.0,15.9,7.921428571428572,9.7,-0.2,5.764285714285715,-3.6999999999999993,16.1
4998,Wroclaw,4,2,9.953846153846154,9.4,0.7,7.410380622837372,9.8,-0.0,2.543465531008782,-0.40000000000000036,0.7
4999,Wroclaw,6,27,8.042857142857143,6.3,-0.8,6.942700729927009,9.9,-0.1,1.1001564129301338,-3.6000000000000005,-0.7000000000000001
5000,Wroclaw,12,26,3.3899999999999997,3.9,-0.6,7.116776315789475,9.8,-0.0,-3.7267763157894755,-5.9,-0.6
5001,Auckland,3,6,16.583333333333332,20.0,11.9,15.377439024390247,20.9,10.8,1.2058943089430851,-0.8999999999999986,1.0999999999999996
5002,Auckland,9,14,15.9,19.5,11.9,15.431851851851853,20.5,10.4,0.4681481481481473,-1.0,1.5
5003,Auckland,11,20,16.057142857142857,18.0,13.6,15.482317073170728,20.9,11.1,0.5748257839721287,-2.8999999999999986,2.5
5004,Brasília,11,19,21.2,22.3,20.1,21.315343915343924,25.3,-2.8,-0.11534391534392441,-3.0,22.900000000000002
5005,Canoas,9,22,18.650000000000002,23.4,14.2,17.59526627218935,24.5,-2.8,1.0547337278106532,-1.1000000000000014,17.0
5006,Canoas,11,10,18.05,24.7,13.5,17.389847715736042,25.9,-2.8,0.6601522842639582,-1.1999999999999993,16.3
5007,Cape Town,2,23,14.179999999999998,18.2,12.3,16.001935483870966,21.2,10.9,-1.821935483870968,-3.0,1.4000000000000004
5008,Hamilton,4,19,17.366666666666667,18.9,15.9,13.634507042253528,9.9,10.1,3.732159624413139,8.999999999999998,5.800000000000001
5009,Johannesburg,10,23,13.066666666666668,9.2,10.8,15.16103896103896,9.8,-2.8,-2.0943722943722918,-0.6000000000000014,13.600000000000001
5010,Johannesburg,11,9,17.628571428571426,20.7,13.4,14.938181818181823,9.7,10.0,2.6903896103896034,11.0,3.4000000000000004
5011,Kherson,6,22,6.557142857142858,9.9,-2.3,7.87032520325203,9.9,-0.1,-1.3131823461091718,0.0,-2.1999999999999997
5012,Kherson,7,8,6.681818181818182,9.6,-5.6,7.822265625,9.9,-0.1,-1.1404474431818183,-0.3000000000000007,-5.5
5013,Kherson,11,26,8.590909090909092,9.9,-5.8,9.157195571955725,9.9,-0.2,-0.5662864810466335,0.0,-5.6
5014,Kiev,1,31,8.800000000000002,5.1,-2.8,7.2031914893617,9.8,-0.4,1.5968085106383025,-4.700000000000001,-2.4
5015,Kiev,5,17,4.514285714285714,4.5,-3.7,6.854545454545455,9.5,-0.1,-2.340259740259741,-5.0,-3.6
5016,Lvov,7,24,2.854545454545455,3.3,-2.3,6.196885813148788,9.9,-0.1,-3.3423403586033333,-6.6000000000000005,-2.1999999999999997
5017,Lvov,8,17,5.8999999999999995,3.7,-2.5,6.577364864864873,9.9,-0.0,-0.6773648648648738,-6.2,-2.5
5018,Marseille,1,26,14.2875,9.4,10.1,14.912333333333336,9.9,-2.8,-0.6248333333333367,-0.5,12.899999999999999
5019,Marseille,4,1,14.649999999999999,7.6,10.9,14.900401606425707,9.9,-2.8,-0.25040160642570797,-2.3000000000000007,13.7
5020,Odesa,2,20,3.9285714285714284,5.8,-3.5,10.500000000000002,9.9,-0.3,-6.571428571428573,-4.1000000000000005,-3.2
5021,Odesa,5,17,9.214285714285714,7.8,12.9,9.846296296296302,9.8,-0.0,-0.6320105820105884,-2.000000000000001,12.9
5022,Odesa,6,7,11.933333333333334,8.8,-0.3,10.268551236749119,9.8,-0.2,1.664782096584215,-1.0,-0.09999999999999998
5023,Paris,3,15,9.166666666666664,6.2,-0.9,9.570758122743685,9.9,-0.1,-0.4040914560770208,-3.7,-0.8
